id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,track_popularity,artist_popularity,year,hit
3eze1OsZ1rqeXkKStNfTmi,0.716,0.505,219683,0.397,0.0,5,0.0853,-9.349,1,0.324,95.06300000000000,1,0.5580000000000000,72,80.66666666666670,2016,0
0NflwidhwbOHB9tBesSQrx,0.0005770000000000000,0.397,185870,0.966,0.012,7,0.184,-4.957,0,0.133,167.868,4,0.375,57,62.0,2019,0
5ACkknqH2GcrVtmBB7LaRv,0.111,0.7660000000000000,219692,0.28300000000000000,0.0172,8,0.115,-10.33,0,0.0846,97.04,4,0.14400000000000000,7,98.0,2017,0
2BNQpd87nSv475zdww9K0Z,0.0188,0.623,175223,0.65,0.0,11,0.0687,-3.786,0,0.032,112.072,4,0.366,57,84.0,2018,0
6TnxdnJcZIwCWiCHq5Qds0,0.122,0.67,206440,0.89,0.0,5,0.33300000000000000,-3.785,0,0.0576,124.96700000000000,4,0.568,7,80.0,2019,0
6WsgELUOvr9rf3XWolZYjc,0.877,0.603,167733,0.19700000000000000,0.000892,1,0.10300000000000000,-15.243,1,0.0295,98.995,4,0.375,65,63.0,2019,0
31FBEeTXpaeCncCbCmS7ax,0.9590000000000000,0.41700000000000000,162326,0.0909,4.59E-05,7,0.14,-15.526,1,0.0373,90.075,3,0.10100000000000000,62,89.0,2019,0
4fXY9HAO2aSPKrVTX0AkoA,0.0908,0.444,182618,0.7960000000000000,0.0,2,0.161,-5.126,0,0.0482,175.975,4,0.386,51,47.0,2019,0
1CAALs08dWg3BxFMaaS8qK,0.321,0.568,183454,0.368,0.000618,11,0.121,-12.486000000000000,0,0.447,79.697,4,0.0544,5,84.0,2018,0
4CdAmV6qgACPWHxjCrf7fp,0.389,0.556,136419,0.431,0.00042800000000000000,6,0.18600000000000000,-10.254000000000000,1,0.187,90.413,4,0.596,58,47.0,2019,0
29MOOOmMRPeWyPwKQFoF5t,0.00645,0.7190000000000000,254453,0.708,0.201,0,0.064,-7.4180000000000000,1,0.0417,126.015,4,0.256,80,92.0,2019,0
29CjkGjZnDVdJsfbRoNOGJ,0.6970000000000000,0.365,257357,0.2,0.0,4,0.0804,-10.972000000000000,1,0.0345,128.042,4,0.133,66,89.0,2017,0
7yXkyxotSbVF1mkP2KNjEA,0.153,0.488,190403,0.871,0.0283,9,0.868,-5.1720000000000000,1,0.0699,88.94,4,0.4370000000000000,37,44.0,2019,0
5QTFijKBM9oCO5vH744k7r,0.619,0.9260000000000000,144857,0.6810000000000000,6.26E-05,8,0.677,-7.0470000000000000,0,0.114,139.958,4,0.565,56,46.5,2019,0
7Ga9ZSdPAcQXQvd1ObVFpm,0.0653,0.5870000000000000,176657,0.7340000000000000,0.000571,9,0.39800000000000000,-4.558,1,0.0407,125.848,4,0.401,70,80.0,2019,0
4cwudSXdzfDKDPUOdQN96R,0.871,0.469,186440,0.34700000000000000,0.0,7,0.12,-9.203,0,0.0317,137.319,4,0.47200000000000000,17,42.0,2019,0
